Smile;Label;
O=S(=O)(C1=CC=C(C=C1)C(=O)C)NC(=O)NC2CCCCC2;inactive;1
CC#N;inactive;1
OC(=O)C=C;inactive;1
NC(=O)CCCCC(=O)N;inactive;1
CC(C=NOC(=O)NC)(SC)C;inactive;1
C=CCO;inactive;1
ClC1=NC(=NC(=N1)NC2=CC=CC=C2Cl)Cl;inactive;1
NC1=C(C=CC=C1)C(=O)O;inactive;1
OC=1[C@H](OC(=O)C=1O)[C@@H](O)CO;inactive;1
OC(=O)C1=C(C=CC=C1)OC(=O)C;inactive;1
C1=CC=CC(=C1)C(C(C2=CC=CC=C2)=O)O;inactive;1
OCC1=CC=CC=C1;inactive;1
C1=C(C=CC=C1)C2=CC=CC=C2;inactive;1
C(C1C=CC(=CC=1)O)(C2=CC=C(C=C2)O)(C)C;inactive;1
CCCCCl;inactive;1
OC1=C(C=C(C=C1C(CC)C)[N+](=O)[O-])[N+](=O)[O-];inactive;1
C(C1=CC=C(C=C1)O)(=O)OCCCC;inactive;1
CC(C)(C)c1cc(O)ccc1O;inactive;1
O=C1CCCO1;inactive;1
O=C1C2=C(N=CN2C)N(C(=O)N1C)C;inactive;1
O=C1CCCCCN1;inactive;1
BrC(C(=O)NC(=O)N)(CC)CC;inactive;1
O=C1C[C@H](C\C=C1\C)C(C)=C;inactive;1
ClC1=C(C=CC(=C1)N)C;inactive;1
O=C(C1=CC=CC=C1)CCl;inactive;1
C=C(Cl)C=C;inactive;1
O=S(=O)(C1=CC=C(C=C1)Cl)NC(=O)NCCC;inactive;1
O=C/C=C/C1=CC=CC=C1;inactive;1
O=CC=C(CCC=C(C)C)C;inactive;1
O[C@@H]1C2[C@@]34C5=C(C=CC(=C5O2)OC)CC(C3C=C1)N(C)CC4;inactive;1
CC1=C(Cl)C(=O)OC2=C1C=CC(=C2)OP(=S)(OCC)OCC;inactive;1
O=C1CCCCC1;inactive;1
ClC(C(C1=C(C=CC=C1)Cl)C2=CC=C(C=C2)Cl)Cl;inactive;1
BrC1=C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C(Br)=C(Br)C(Br)=C1Br;inactive;1
Br/C(Br)=C/[C@H]3[C@@H](C(=O)O[C@H](C#N)c2cccc(Oc1ccccc1)c2)C3(C)C;inactive;1
O=C(C1=C(C=CC=C1)C(=O)OCC=C)OCC=C;inactive;1
CN1C2=C(C=C(C=C2)Cl)C(=NCC1=O)C3=CC=CC=C3;inactive;1
S=P(OC1=NC(=NC(=C1)C)C(C)C)(OCC)OCC;inactive;1
O1C2=C(C=CC=C2)OC3=CC=CC=C13;inactive;1
ClC1=C(C=CC=C1)Cl;inactive;1
ClC1=CC2=C(C=C1)OC3=C(C=CC(=C3)Cl)O2;inactive;1
S(=O)(=O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2;inactive;1
CC(Cl)Cl;inactive;1
ClC1=C(C=CC(=C1)Cl)O;inactive;1
ClC1=C(C=CC(=C1)Cl)OCC(=O)O;inactive;1
ClC1=C(C=CC(=C1)Cl)OCC(=O)OCCCC;inactive;1
O=C(COC1=C(Cl)C=C(Cl)C=C1)OCC(CC)CCCC;inactive;1
S=C(NC1CCCCC1)NC1CCCCC1;inactive;1
CCN(CC)C(=O)C1=CC=CC(C)=C1;inactive;1
S=P(OC1=NC(=C(C=C1Cl)Cl)Cl)(OCC)OCC;inactive;1
O=C(C1=CC=C(C=C1)C(=O)OC)OC;inactive;1
CN(C)C(C)=O;inactive;1
CN(C=O)C;inactive;1
OC(OC(O)CC)CC;inactive;1
NC(=S)NNC(=S)N;inactive;1
Cl\C2=C(/Cl)C3(Cl)C1COS(=O)OCC1C2(Cl)C3(Cl)Cl;inactive;1
Cl\C2=C(/Cl)C3(Cl)C1C4CC(C1C2(Cl)C3(Cl)Cl)C5OC45;inactive;1
FC(C(F)Cl)(OC(F)F)F;inactive;1
CC1=CC(NC2=C1C=C(C=C2)OCC)(C)C;inactive;1
CC1(C2=CC=CC=C2)C(O1)C(=O)OCC;inactive;1
C(CO)O;inactive;1
OC1=C(C=C(C=C1)CC=C)OC;inactive;1
S=P(OC1=CC(=C(C=C1)SC)C)(OC)OC;inactive;1
O=C(NC1=CC=CC(=C1)C(F)(F)F)N(C)C;inactive;1
O=C(C)OC/C=C(C)/CC/C=C(C)/C;inactive;1
ClC1(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl;inactive;1
OC1=C(C=C(C(=C1CC2=C(C(=CC(=C2Cl)Cl)Cl)O)Cl)Cl)Cl;inactive;1
OC1=C(C=CC(=C1)O)CCCCCC;inactive;1
O=S1(=O)C2=C(C=C(C(=C2)S(=O)(=O)N)Cl)NCN1;inactive;1
OC(=O)CC1=CNC2=C1C=CC=C2;inactive;1
CC(C)C=O;inactive;1
FC(C(OC(F)F)Cl)(F)F;inactive;1
OC(C)C;inactive;1
CC(OC1=CC=C(C=C1)NC2=CC=CC=C2)C;inactive;1
C/C=C/C1=CC2=C(C=C1)OCO2;inactive;1
O=C(C(SP(=O)(OC)OC)CC(=O)OCC)OCC;inactive;1
O=C(C(SP(=S)(OC)OC)CC(=O)OCC)OCC;inactive;1
O=C1C=CC(=O)NN1;inactive;1
O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)CO;inactive;1
OC(CC(C1)C)C(C1)C(C)C;inactive;1
COc3cc4CC[C@@H]1[C@H](CC[C@]2(C)[C@@](O)(CC[C@@H]12)C#C)c4cc3;inactive;1
CC(=C)C#N;inactive;1
NC(C(=O)O)CCSC;inactive;1
NC1=C2C(=NC(=N1)N)N=CC(=N2)CN(C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C;inactive;1
ClC(C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC)(Cl)Cl;inactive;1
O=C(C(=C)C)OC;inactive;1
CC1=C2C(=CC=C1)C=CC=C2;inactive;1
OC(=O)CCl;inactive;1
OC(=O)CC1=C2C(=CC=C1)C=CC=C2;inactive;1
CN(CCC2)[C@@H]2[C@]1=CN=CC=C1;inactive;1
OC(=O)C1=CC=CN=C1;inactive;1
O=[N+](CC)[O-];inactive;1
O=[N+](CCC)[O-];inactive;1
O=C2CC3=C(CC2)[C@]1([H])[C@](CC3)([H])[C@@](CC4)([H])[C@]([C@]4(O)C#C)(C)CC1;inactive;1
O=C(C1=CC=CC=C1)OOC(=O)C2=CC=CC=C2;inactive;1
S=P(OC1=CC=C(C=C1)[N+](=O)[O-])(OCC)OCC;inactive;1
[O-][N+](OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)=O;inactive;1
OC1=CC=CC=C1;inactive;1
N1C2=C(C=CC=C2)SC3=CC=CC=C13;inactive;1
O=C1N(C2=CC=CC=C2)N=C(C1)C;inactive;1
C1=C2C(=CC=C1NC3=CC=CC=C3)C=CC=C2;inactive;1
NC(=S)NC1=CC=CC=C1;inactive;1
NC(=O)C1=C(C=CC=C1)C(=O)N;inactive;1
O=C1C2=C(C=CC=C2)C(=O)O1;inactive;1
ClC1=C(Cl)N=C(C(O)=O)C(Cl)=C1N;inactive;1
C1CNCCN1;inactive;1
CCCC1=CC2=C(C=C1COCCOCCOCCCC)OCO2;inactive;1
C1(C(COCCOC(=O)CCCCCCCC=CCCCCCCCC)OCCO)OC(OCCO)CC1OCCO;inactive;1
O=C1N2C(C3=C(C=CC=C3)CC2)CN(C1)C(=O)C4CCCCC4;inactive;1
C1=CC=C2C(=C1)C=C(C=C2)C(CNC(C)C)O;inactive;1
O=C(C1=CC(=C(C(=C1)O)O)O)OCCC;inactive;1
CC(CO)O;inactive;1
NC(=O)C1=NC=CN=C1;inactive;1
NC1=C(C(=NC(=N1)N)CC)C2=CC=C(C=C2)Cl;inactive;1
OC1=CC(=CC=C1)O;inactive;1
CC1(C(=C(CCC1)C)C=CC(=CC=CC(=CCOC(=O)CCCCCCCCCCCCCCC)C)C)C;inactive;1
C12=C(C(=O)NS1(=O)=O)C=CC=C2;inactive;1
ClC1=NC(=NC(=N1)NCC)NCC;inactive;1
OC(=O)C=CC=CC;inactive;1
O=C1OC(=O)CC1;inactive;1
C2=C(N)C=CC(S(=O)(=O)NC1ON=C(C)C=1C)=C2;inactive;1
O=S1(=O)CC=CC1;inactive;1
ClC(=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC;inactive;1
NCCS(O)(=O)=O;inactive;1
Clc1c([N+]([O-])=O)c(Cl)c(Cl)c(OC)c1Cl;inactive;1
S=C(N(CC)CC)SSC(=S)N(CC)CC;inactive;1
OC2=C1[C@@](C=C(C)CC3)([H])[C@]3([H])C(C)(C)OC1=CC(CCCCC)=C2;inactive;1
O=C2C=1/N=C\NC=1N(C)C(=O)N2C;inactive;1
CC(C1=CC(=C(C=C1O)C)SC2=CC(=C(C=C2C)O)C(C)(C)C)(C)C;inactive;1
OC1=C(C=C(C=C1SC2=C(C(=CC(=C2)Cl)Cl)O)Cl)Cl;inactive;1
C1(=C(C)C2OC(CCC=2C(=C1OC(=O)C)C)(CCCC(CCCC(CCCC(C)C)C)C)C)C;inactive;1
O=S(=O)(C1=CC=C(C=C1)C)NC(=O)NN2CCCCCC2;inactive;1
O=S(=O)(C1=CC=C(C=C1)C)NC(=O)NCCCC;inactive;1
FC(Cl)(Cl)Cl;inactive;1
ClC1=C(C=C(C(=C1)Cl)Cl)OCC(=O)O;inactive;1
O=P(OC2=CC=C(C)C=C2)(OC3=CC=C(C)C=C3)OC1=CC=C(C)C=C1;inactive;1
O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2;inactive;1
O=C(CC(/C=C/C2=CC=C(O)C(OC)=C2)=O)/C=C/C1=CC=C(O)C(OC)=C1;inactive;1
C(N)(N)=O;inactive;1
CC1=CC=CC(C=C)=C1;inactive;1
CC1=CC=CC(C)=C1;inactive;1
CC=NO;inactive;1
ClC(C(Cl)(Cl)C43Cl)(C(Cl)=C4Cl)C1C3C2C=CC1C2;inactive;1
CC=CC1=CC=C(C=C1)OC;inactive;1
NC1=CC=CC=C1;inactive;1
OC(=O)C1=CC=CC=C1;inactive;1
OC1=C(C=C(C=C1)Cl)CC2=CC=CC=C2;inactive;1
N1C(=NC(=C2C=CC=CC=12)N(CCO)CCO)C3=CC=CS3;inactive;1
CC(CNCC(C)O)O;inactive;1
C1(=C(C=CC=C1)C(OCCCC)=O)C(OCC2=CC=CC=C2)=O;inactive;1
O=C(C(Cl)Cl)N[C@H](CO)[C@@H](C1=CC=C([N+]([O-])=O)C=C1)O;inactive;1
CCCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)CCC(Cl)C;inactive;1
ClC1=CC=CC=C1;inactive;1
ClC(Br)Br;inactive;1
CC1=C2C(=CO[C@H]([C@@H]2C)C)C(=C(C1=O)C(=O)O)O;inactive;1
OC(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl;inactive;1
OCCOCCO;inactive;1
CP(=O)(OC)OC;inactive;1
CN(CCO)C;inactive;1
CN(C1=CC=CC=C1)C;inactive;1
OC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-];inactive;1
O=C1C(C2=CC=CC=C2)(C3=CC=CC=C3)NC(=O)N1;inactive;1
OC1C2=C3C(C(OC4C3=C(C=C(C=4O)O)C(=O)O2)=O)=CC=1O;inactive;1
Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)[C@@H](O)CC[C@@H]12)c4cc3;inactive;1
C=CCC1=CC=C(C=C1)OC;inactive;1
[H][C@]14[C@@]([C@]3([H])CC[C@@](O)(C#C)[C@](C)3CC4)([H])CCC2=CC(O)=CC=C12;inactive;1
NC(=S)C1=CC(=NC=C1)CC;inactive;1
N[C@@H](CCSCC)C(=O)O;inactive;1
NC(NC1=CC=C(C=C1)OCC)=O;inactive;1
NC(=O)C1=C(C=CC=C1)OCC;inactive;1
C1COS(O1)(=O)=O;inactive;1
CCC(CCCC)CO;inactive;1
CC2(C)OC1(C)CCC2CC1;inactive;1
NS(C1=C(Cl)C=C(NCC2=CC=CO2)C(C(O)=O)=C1)(=O)=O;inactive;1
OC(=O)C1=CC(=C(C(=C1)O)O)O;inactive;1
O=C(O)CC[C@H](N)C(O)=O;inactive;1
OCC(O)CO;inactive;1
OCC(O)CO;inactive;1
NCC(O)=O;inactive;1
OC1=C(O)C=C4C(C[C@](COC2=C3C=CC(O)=C2O)([C@@]34[H])O)=C1;inactive;1
CN(C)P(=O)(N(C)C)N(C)C;inactive;1
NC(=O)CCCCC;inactive;1
CCCCCC;inactive;1
C=CC(C1=CC=C(C=C1)OC)O;inactive;1
CC1=C(C2=C(C=CC(=C2)OC)N1C(=O)C3=CC=C(C=C3)Cl)CC(=O)O;inactive;1
CC(C)=C;inactive;1
CC(=C)[C@@H]1CCC(=CC1)C;inactive;1
NC1=NC(=NC(=N1)N)N;inactive;1
C1=CC=C(C(O)C)C=C1;inactive;1
CC1=CC(=O)NC(=S)N1;inactive;1
O=C1O[C@@H]3CCN2C\C=C(\COC(=O)[C@](C)(O)[C@](C)(O)[C@H]1C)[C@@H]23;inactive;1
[O-][N+](=O)CCCC;inactive;1
N1(CC(N(C(C1)C)C(C2C=CC=CC=2)=O)C)N=O;inactive;1
O=C(CCCN(C)N=O)O;inactive;1
C1=CC=C(C=N1)N(N=O)C;inactive;1
C1=CC(=CC=N1)N(N=O)C;inactive;1
O=N(=O)c1ccc(C)cc1;inactive;1
O=C(C=C)C1=CC=C2C(OCO2)=C1;inactive;1
OC1C2=CC(=O)OC2=CCO1;inactive;1
ClC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)[N+](=O)[O-];inactive;1
CC(CC1=CC2=C(C=C1)OCO2)S(=O)CCCCCCCC;inactive;1
O=S(=O)(C1=CC=C(C=C1)C(=O)O)N(CCC)CCC;inactive;1
CNNCC1=CC=C(C=C1)C(=O)NC(C)C;inactive;1
ClC1=CC(Cl)=C(/C(OP(=O)(OC)OC)=C/Cl)C=C1Cl;inactive;1
NC(=S)N;inactive;1
OC2=C(C)C1=C(C(C)=C2)OC(CCCC(C)CCCC(C)CCCC(C)C)(C)CC1;inactive;1
CC1=C(C=CC=C1)S(=O)(=O)N;inactive;1
NC(=O)NC1=CC=C(C=C1)C;inactive;1
S=C(N(C)C)NC;inactive;1
O=P(OCC(CCCC)CC)(OCC(CCCC)CC)OCC(CCCC)CC;inactive;1
CC(CN(CC(C)O)CC(C)O)O;inactive;1
O=C(CC(/C=C/C2=CC=C(O)C(OC)=C2)=O)/C=C/C1=CC=C(O)C(OC)=C1;inactive;1
C=CC1CCC=CC1;inactive;1
O=C(C3=CC=C6C2=C34)C1=CC=CC=C1C4=CC=C2C(C5=CC=CC=C56)=O;inactive;1
